Dots,Paypal,Bank,Account,Click,Fill,URL,Javascript,Phishing
1,1,1,1,1,0,10,0,True
1,0,0,0,0,0,31,0,True
1,0,0,1,1,0,5,0,True
1,0,0,1,1,0,5,0,True
1,0,0,2,0,0,3,0,True
5,0,0,9,0,1,8,0,True
1,0,0,8,0,0,14,0,True
1,0,0,8,0,0,14,0,True
1,0,0,3,0,0,7,0,True
1,0,1,3,1,0,3,0,True
1,0,1,3,1,0,3,0,True
1,0,0,4,1,0,8,0,True
1,0,1,3,1,0,3,0,True
1,0,0,1,0,0,7,0,True
1,0,0,5,1,0,5,0,True
1,0,0,3,1,0,2,0,True
1,0,0,1,0,0,7,0,True
1,0,0,7,2,0,5,0,True
1,0,0,0,0,0,5,0,True
1,0,0,1,1,0,5,0,True
1,0,0,1,1,0,5,0,True
1,0,0,1,2,0,1,0,True
1,0,0,1,0,0,1,0,True
1,0,0,1,1,0,6,0,True
1,0,0,1,1,0,6,0,True
1,0,0,1,1,0,6,0,True
2,0,0,3,0,0,3,0,True
1,0,0,6,2,0,2,0,True
1,0,0,6,1,0,1,0,True
1,0,0,6,1,0,1,0,True
1,0,1,0,1,0,3,0,True
1,0,2,1,0,0,5,0,True
1,0,1,0,1,0,3,0,True
1,0,0,0,0,0,1,0,True
1,0,0,4,1,0,4,0,True
1,0,0,4,1,0,9,0,True
1,0,0,6,0,0,1,0,True
1,0,0,3,1,0,2,0,True
1,0,0,3,1,0,2,0,True
1,0,0,3,1,0,2,0,True
1,0,0,3,1,0,2,0,True
1,0,0,3,1,0,2,0,True
1,0,0,3,2,1,4,0,True
1,0,0,12,1,1,3,0,True
1,0,1,6,2,0,6,0,True
1,0,0,5,0,0,3,0,True
1,0,0,5,0,0,3,0,True
1,0,0,5,0,0,3,0,True
1,0,0,5,0,0,3,0,True
1,0,0,5,0,0,3,0,True
1,0,0,5,0,0,3,0,True
1,0,0,5,0,0,3,0,True
1,0,0,6,0,0,2,0,True
1,0,0,14,2,1,24,0,True
1,0,0,0,0,0,3,0,True
1,0,0,0,0,0,3,0,True
1,0,0,0,0,0,3,0,True
2,0,0,0,0,0,2,0,True
1,0,0,0,0,0,2,0,True
1,0,0,0,0,0,2,0,True
1,0,0,0,0,0,2,0,True
1,0,0,0,0,0,2,0,True
1,0,2,5,0,1,5,0,True
2,0,0,11,0,0,1,0,True
2,0,0,11,0,0,1,0,True
1,1,0,0,0,0,31,0,True
1,1,0,0,0,0,31,0,True
1,0,0,0,1,0,1,0,True
3,0,0,3,1,0,3,0,True
2,0,0,11,0,0,1,0,True
1,0,0,0,0,0,31,0,True
1,0,0,0,0,0,31,0,True
1,0,0,0,0,0,31,0,True
1,0,0,1,0,0,1,0,True
2,0,0,6,0,0,1,0,True
1,0,0,6,0,0,1,0,True
1,0,0,6,0,0,1,0,True
1,0,0,1,1,0,3,0,True
1,0,0,5,2,0,2,0,True
1,0,0,5,2,0,2,0,True
2,0,0,5,2,0,2,0,True
1,0,0,5,2,0,2,0,True
1,0,0,5,2,0,2,0,True
2,0,0,11,0,0,1,0,True
1,0,0,12,1,0,3,0,True
1,0,0,3,1,0,1,0,True
1,0,0,3,1,0,1,0,True
1,0,0,0,0,0,2,0,True
1,0,0,1,1,0,2,0,True
1,0,0,1,1,0,2,0,True
2,0,0,1,1,0,2,0,True
1,0,0,1,1,0,2,0,True
2,0,0,1,0,0,4,0,True
2,0,0,1,0,0,4,0,True
2,0,0,1,0,0,4,0,True
1,0,0,1,1,0,3,0,True
1,0,0,0,0,0,30,0,True
1,0,0,2,0,0,1,0,True
1,0,0,2,0,0,1,0,True
1,0,0,8,1,0,1,0,True
1,0,0,3,2,0,7,0,True
1,0,0,0,0,0,31,0,True
1,0,0,0,0,0,31,0,True
2,0,0,0,0,0,31,0,True
2,0,0,0,0,0,31,0,True
2,0,0,0,0,0,31,0,True
2,0,0,0,0,0,31,0,True
2,0,1,6,0,0,4,0,True
2,0,0,2,0,0,3,0,True
1,0,0,1,1,0,4,0,True
1,0,0,3,0,0,3,0,True
2,0,0,3,0,0,3,0,True
2,0,0,3,0,0,3,0,True
2,0,0,3,0,0,3,0,True
2,0,0,3,0,0,3,0,True
2,0,0,3,0,0,3,0,True
1,0,0,3,0,0,3,0,True
1,0,1,6,0,0,4,0,True
1,0,1,6,0,0,4,0,True
1,0,0,0,0,0,4,0,True
1,0,0,0,0,0,2,0,True
1,0,0,8,0,1,1,0,True
1,0,0,8,0,1,1,0,True
1,0,0,8,0,1,1,0,True
2,0,0,8,0,1,1,0,True
1,0,0,8,0,1,1,0,True
1,0,0,6,0,0,5,0,True
1,0,0,8,1,0,3,0,True
1,0,0,9,1,0,2,0,True
1,0,0,8,1,0,3,0,True
1,0,0,8,0,1,1,0,True
1,0,0,12,1,0,3,0,True
1,0,0,12,1,0,3,0,True
2,0,0,12,1,0,3,0,True
2,0,0,12,1,0,3,0,True
2,0,0,12,1,0,3,0,True
1,0,0,6,0,0,5,0,True
1,0,0,6,0,0,5,0,True
1,0,0,6,0,0,5,0,True
1,0,0,6,0,0,5,0,True
1,0,0,7,0,0,2,0,True
1,1,0,0,0,0,30,0,True
1,0,0,3,0,0,11,0,True
1,0,1,6,1,0,7,0,True
1,0,0,1,1,0,5,0,True
2,0,0,1,1,0,5,0,True
2,0,0,1,1,0,5,0,True
2,0,0,1,1,0,5,0,True
1,0,0,9,1,0,5,0,True
1,0,0,12,1,0,3,0,True
1,0,0,12,1,0,3,0,True
2,0,0,12,1,0,3,0,True
2,0,0,12,1,0,3,0,True
2,0,0,12,1,0,3,0,True
2,0,0,12,1,0,3,0,True
3,0,0,12,1,0,3,0,True
3,0,0,12,1,0,3,0,True
1,0,0,12,1,0,3,0,True
1,0,0,3,0,0,1,0,True
1,0,0,7,0,0,5,0,True
1,0,0,7,0,0,5,0,True
1,0,0,0,0,0,0,0,True
1,0,1,3,1,0,3,0,True
1,0,1,3,1,0,3,0,True
2,0,1,3,1,0,3,0,True
1,0,1,3,1,0,3,0,True
2,0,1,3,1,0,3,0,True
3,0,1,3,1,0,3,0,True
3,0,1,3,1,0,3,0,True
1,0,1,3,1,0,3,0,True
1,0,0,5,1,0,4,0,True
1,0,0,13,2,0,1,0,True
2,0,0,11,2,0,5,0,True
2,0,0,11,2,0,5,0,True
2,0,0,11,2,0,5,0,True
2,0,0,11,2,0,5,0,True
3,0,0,11,2,0,5,0,True
2,0,1,6,0,0,4,0,True
1,0,1,6,0,0,4,0,True
1,0,1,6,0,0,4,0,True
1,0,0,3,0,0,11,0,True
1,0,0,4,1,0,2,0,True
1,0,0,4,1,0,2,0,True
1,0,0,13,2,0,1,0,True
2,0,0,0,0,0,1,0,True
1,0,0,0,1,0,1,0,True
1,0,0,0,1,0,1,0,True
1,0,0,0,1,0,1,0,True
2,0,0,0,1,0,1,0,True
2,0,0,0,1,0,1,0,True
2,0,0,0,1,0,1,0,True
2,0,0,0,1,0,1,0,True
2,0,1,6,0,0,4,0,True
1,0,0,1,1,0,3,0,True
1,0,0,5,1,0,4,0,True
2,0,0,10,1,0,3,0,True
2,0,0,10,1,0,3,0,True
1,0,1,3,1,0,3,0,True
1,0,0,0,1,0,1,0,True
1,0,0,0,1,0,1,0,True
1,0,0,0,1,0,1,0,True
2,0,0,0,1,0,1,0,True
2,0,0,0,1,0,1,0,True
3,0,0,0,1,0,1,0,True
2,0,0,0,0,0,5,0,True
1,0,0,0,0,0,5,0,True
2,0,0,0,0,0,5,0,True
1,0,0,0,0,0,5,0,True
3,0,0,0,0,0,5,0,True
3,0,0,0,0,0,5,0,True
1,0,0,0,0,0,5,0,True
2,0,0,4,0,0,14,0,True
1,0,0,0,0,0,31,0,True
1,0,0,2,0,0,15,0,True
1,0,0,12,1,0,4,0,True
1,0,0,12,1,0,4,0,True
1,0,0,12,1,0,4,0,True
1,0,0,12,1,0,4,0,True
3,0,0,12,1,0,4,0,True
3,0,0,12,1,0,4,0,True
1,0,0,12,1,0,4,0,True
1,0,0,12,1,0,4,0,True
1,0,0,12,1,0,4,0,True
1,0,2,0,1,0,3,0,True
1,0,0,1,0,0,9,0,True
1,0,0,8,1,0,3,0,True
1,0,0,8,1,0,3,0,True
2,0,0,8,1,0,3,0,True
1,0,0,8,1,0,3,0,True
1,0,0,8,1,0,3,0,True
3,0,0,8,1,0,3,0,True
3,0,0,8,1,0,3,0,True
3,0,0,8,1,0,3,0,True
3,0,0,8,1,0,3,0,True
3,0,0,8,1,0,3,0,True
2,0,0,11,0,0,2,0,True
2,0,0,11,0,0,2,0,True
3,0,0,4,2,0,3,0,True
3,0,0,4,2,0,3,0,True
1,0,0,1,0,0,1,0,True
1,0,0,1,0,0,1,0,True
1,0,0,1,0,0,1,0,True
1,0,0,1,0,0,1,0,True
1,0,0,1,0,0,1,0,True
1,0,0,1,0,0,1,0,True
2,0,0,2,0,0,3,0,True
1,0,0,2,0,0,3,0,True
1,0,0,2,0,0,3,0,True
3,0,0,2,0,0,3,0,True
1,0,0,2,0,0,3,0,True
2,0,0,5,1,0,9,0,True
1,0,0,4,2,0,3,0,True
1,0,0,4,2,0,3,0,True
1,0,0,0,0,0,0,0,True
1,0,0,13,1,0,2,0,True
1,0,0,13,1,0,2,0,True
1,0,0,13,1,0,2,0,True
2,0,0,13,1,0,2,0,True
2,0,0,13,1,0,2,0,True
1,0,0,13,1,0,2,0,True
1,0,0,4,0,0,3,0,True
1,0,0,0,0,0,31,0,True
1,0,0,6,1,0,2,0,True
1,0,0,6,1,0,2,0,True
3,0,0,6,1,0,2,0,True
2,0,0,6,1,0,2,0,True
1,0,2,3,3,0,13,0,True
1,0,0,0,2,0,4,0,True
1,0,0,6,0,0,20,0,True
1,0,0,13,2,1,5,0,True
1,0,1,6,1,0,3,0,True
1,0,0,1,0,0,2,0,True
1,0,0,1,0,0,2,0,True
1,0,0,1,0,0,2,0,True
3,0,0,1,0,0,2,0,True
1,0,0,1,0,0,2,0,True
1,0,0,10,1,1,2,0,True
1,0,0,12,1,0,3,0,True
1,0,0,0,0,0,10,0,True
3,0,0,0,0,0,10,0,True
1,0,0,0,0,0,10,0,True
2,0,0,2,0,0,3,0,True
1,0,0,2,0,0,15,0,True
1,0,0,2,0,0,15,0,True
1,0,0,2,0,0,15,0,True
1,0,0,2,0,0,15,0,True
1,0,0,2,0,0,15,0,True
3,0,0,2,0,0,15,0,True
1,0,0,2,0,0,15,0,True
1,0,0,10,1,1,2,0,True
0,0,1,3,1,0,3,0,True
1,0,0,10,1,1,2,0,True
1,0,0,0,0,0,2,0,True
1,0,0,0,0,0,2,0,True
1,0,0,0,0,0,2,0,True
1,0,0,0,0,0,2,0,True
1,0,0,0,0,0,2,0,True
1,0,0,0,0,0,2,0,True
1,0,0,1,0,0,5,0,True
1,0,0,9,1,0,18,0,True
1,0,0,5,0,0,9,0,True
1,1,0,3,2,0,3,0,True
2,0,0,4,0,0,3,0,True
1,0,0,4,0,0,3,0,True
1,0,0,4,0,0,3,0,True
1,0,0,4,0,0,3,0,True
1,0,0,4,0,0,3,0,True
1,0,0,4,0,0,3,0,True
2,0,0,2,0,0,3,0,True
2,0,0,2,0,0,3,0,True
1,0,0,1,1,0,2,0,True
1,0,0,1,1,0,2,0,True
1,0,1,3,1,0,3,0,True
1,0,0,10,0,0,8,0,True
1,0,0,10,0,0,8,0,True
1,0,0,10,0,0,8,0,True
2,0,2,0,0,0,1,0,True
1,0,2,0,0,0,1,0,True
1,0,0,4,1,0,10,0,True
1,0,0,1,0,0,2,0,True
1,0,0,5,1,0,2,0,True
1,0,0,5,1,0,2,0,True
1,0,0,5,1,0,2,0,True
1,0,0,5,1,0,2,0,True
1,0,0,6,0,0,15,0,True
1,0,0,6,0,0,15,0,True
1,0,0,6,0,0,15,0,True
1,0,0,4,1,0,10,0,True
1,0,0,0,0,0,14,0,True
1,0,0,0,0,0,14,0,True
1,0,0,0,0,0,14,0,True
1,0,0,0,1,0,1,0,True
1,0,0,0,1,0,1,0,True
1,0,0,0,1,0,1,0,True
1,0,0,0,1,0,1,0,True
1,0,0,0,1,0,1,0,True
1,0,0,15,1,0,10,0,True
1,0,0,15,1,0,10,0,True
1,0,0,7,2,0,13,0,True
1,0,0,10,0,0,8,0,True
1,0,0,10,0,0,8,0,True
1,0,0,10,0,0,8,0,True
1,0,0,10,0,0,8,0,True
2,0,0,10,0,0,8,0,True
1,0,0,3,2,0,11,0,True
1,0,0,0,1,0,1,0,True
1,0,0,10,0,0,1,0,True
1,0,0,3,0,0,2,0,True
1,0,0,3,0,0,2,0,True
1,0,0,3,0,0,2,0,True
1,0,0,0,0,0,3,0,True
1,1,0,9,0,0,3,0,True
1,0,0,10,0,0,8,0,True
1,0,0,10,0,0,8,0,True
1,0,0,10,0,0,5,0,True
2,0,0,3,0,0,3,0,True
1,0,0,3,0,0,3,0,True
2,0,0,1,1,0,2,0,True
1,0,0,6,0,0,1,0,True
1,0,0,6,0,0,1,0,True
2,0,0,11,0,0,2,0,True
2,0,0,11,0,0,2,0,True
1,0,0,4,1,0,3,0,True
1,1,0,9,0,0,3,0,True
1,0,0,9,1,0,18,0,True
1,0,0,9,1,0,18,0,True
1,0,0,3,2,0,8,0,True
1,0,0,3,2,0,8,0,True
1,0,0,12,3,0,12,0,True
1,0,0,4,1,0,2,0,True
1,0,0,1,0,0,2,0,True
1,0,0,1,0,0,2,0,True
1,0,0,1,0,0,2,0,True
2,0,0,2,0,0,3,0,True
1,0,0,1,0,0,2,0,True
1,0,0,1,0,0,2,0,True
1,0,0,13,0,0,4,0,True
1,0,0,10,0,0,5,0,True
1,0,0,1,1,0,2,0,True
1,0,0,3,0,0,2,0,True
1,0,0,3,0,0,2,0,True
1,0,0,6,0,0,5,0,True
1,0,0,5,1,0,3,0,True
1,0,1,1,0,0,3,0,True
1,0,0,9,0,0,1,0,True
1,0,2,5,0,0,2,0,True
1,0,0,4,0,0,3,0,True
1,0,0,1,0,0,2,0,True
1,0,0,1,0,0,2,0,True
1,0,0,1,0,0,2,0,True
1,0,0,1,0,0,2,0,True
1,0,0,1,0,0,2,0,True
1,0,0,1,0,0,2,0,True
1,0,0,15,0,0,10,0,True
1,0,0,4,1,0,6,0,True
1,0,0,0,0,0,5,0,True
1,0,0,13,1,0,4,0,True
2,0,0,15,2,0,6,0,True
1,0,0,2,2,2,2,0,True
1,0,0,3,0,0,3,0,True
1,0,0,0,0,0,1,0,True
1,0,0,0,0,0,1,0,True
1,0,0,0,0,0,1,0,True
2,0,0,0,0,0,1,0,True
1,0,0,0,0,0,8,0,True
1,0,0,15,1,0,10,0,True
1,0,0,3,1,0,3,0,True
1,0,0,6,0,0,4,0,True
1,0,0,6,0,0,4,0,True
1,0,0,6,0,0,4,0,True
1,0,0,6,0,0,4,0,True
1,0,0,6,0,0,4,0,True
2,0,0,6,0,0,4,0,True
2,0,2,2,1,0,5,0,True
1,0,0,1,0,0,5,0,True
1,0,0,8,4,0,12,0,True
2,0,0,7,1,0,3,0,True
1,0,0,7,1,0,3,0,True
1,0,0,2,1,0,13,0,True
1,0,2,0,1,0,3,0,True
1,0,0,0,0,0,1,0,True
1,0,0,6,0,0,15,0,True
1,0,0,12,3,0,12,0,True
1,0,0,1,0,0,2,0,True
1,0,0,9,1,0,3,0,True
1,0,0,3,2,0,11,0,True
1,0,0,5,0,0,2,0,True
1,0,0,8,1,0,2,0,True
1,0,0,8,1,0,2,0,True
1,0,0,8,1,0,2,0,True
1,0,0,8,1,0,2,0,True
1,0,0,8,4,0,11,0,True
1,0,0,6,0,0,3,0,True
1,0,1,2,0,0,2,0,True
1,0,1,2,0,0,2,0,True
1,0,0,1,0,0,2,0,True
1,0,0,1,0,0,2,0,True
1,0,0,1,0,0,2,0,True
1,0,0,3,2,0,10,0,True
2,0,0,1,0,0,2,0,True
1,0,0,5,0,0,4,0,True
1,0,0,7,0,0,5,0,True
1,0,0,7,0,0,5,0,True
1,0,0,3,2,0,11,0,True
1,0,0,3,0,0,5,0,True
1,0,0,8,4,0,11,0,True
1,0,0,5,0,0,2,0,True
1,0,1,2,0,0,2,0,True
1,0,1,2,0,0,2,0,True
1,0,1,0,0,0,3,0,True
1,0,0,3,1,0,2,0,True
1,0,0,10,0,0,1,0,True
1,0,0,10,0,0,1,0,True
1,0,0,10,0,0,1,0,True
1,0,2,5,0,0,2,0,True
3,0,2,5,0,0,2,0,True
1,0,0,3,1,0,2,0,True
1,0,0,3,1,0,2,0,True
1,0,0,3,1,0,2,0,True
2,0,0,13,1,0,4,0,True
2,0,0,1,0,0,2,0,True
1,0,0,8,1,1,2,0,True
1,0,0,2,1,0,3,0,True
1,0,0,2,0,0,3,0,True
1,0,0,5,0,0,2,0,True
1,0,0,5,0,0,2,0,True
1,0,2,5,0,0,2,0,True
1,0,2,5,0,0,2,0,True
1,0,2,5,0,0,2,0,True
1,0,2,5,0,0,2,0,True
1,0,2,5,0,0,2,0,True
1,0,2,5,0,0,2,0,True
1,0,0,0,0,0,5,0,True
1,0,0,12,1,0,4,0,True
1,0,0,3,1,0,2,0,True
1,0,0,3,1,0,2,0,True
3,0,0,3,1,0,2,0,True
1,0,0,1,0,0,7,0,True
1,0,0,9,0,0,1,0,True
1,0,0,8,1,0,3,0,True
1,0,0,8,1,0,3,0,True
1,0,0,0,0,0,0,0,True
3,0,0,0,0,0,0,0,True
1,0,0,5,0,0,2,0,True
1,0,0,7,1,0,2,0,True
1,0,0,7,1,0,2,0,True
1,0,0,7,1,0,2,0,True
1,0,0,7,1,0,2,0,True
3,0,0,7,1,0,2,0,True
1,0,0,0,2,0,2,0,True
1,0,0,1,0,0,1,0,True
1,0,0,16,2,0,2,0,True
1,0,0,3,1,0,3,0,True
2,0,0,4,1,0,2,0,True
1,0,0,0,0,0,14,0,True
1,0,0,0,0,0,14,0,True
3,0,0,0,0,0,14,0,True
3,0,0,0,0,0,14,0,True
1,0,0,8,4,0,12,0,True
1,0,0,1,0,0,2,0,True
1,0,0,5,1,0,2,0,True
1,0,0,0,0,0,14,0,True
1,0,0,1,0,0,4,0,True
1,0,0,1,0,0,4,0,True
3,0,0,1,0,0,4,0,True
3,0,0,1,0,0,4,0,True
1,0,0,14,0,0,9,0,True
1,0,0,10,0,0,8,0,True
1,0,0,5,1,0,2,0,True
1,0,0,7,1,0,2,0,True
1,0,0,16,2,0,2,0,True
1,0,0,16,2,0,2,0,True
1,0,0,5,0,0,2,0,True
3,0,0,5,0,0,2,0,True
3,0,0,5,0,0,2,0,True
1,0,0,0,0,0,21,0,True
1,0,0,10,0,0,8,0,True
1,0,0,8,1,0,5,0,True
1,0,0,16,2,0,2,0,True
1,0,0,1,1,0,1,0,True
2,0,0,3,0,0,1,0,True
1,0,0,0,1,0,2,0,True
1,0,2,3,3,0,31,0,True
2,0,2,3,3,0,31,0,True
2,0,2,3,3,0,31,0,True
2,0,2,3,3,0,31,0,True
2,0,2,3,3,0,31,0,True
2,0,2,3,3,0,31,0,True
3,0,2,3,3,0,31,0,True
3,0,2,3,3,0,31,0,True
3,0,2,3,3,0,31,0,True
1,0,0,3,2,0,6,0,True
1,0,0,11,1,0,7,0,True
1,0,0,5,0,0,2,0,True
1,0,2,3,3,0,31,0,True
1,0,2,3,3,0,31,0,True
3,0,2,3,3,0,31,0,True
2,0,0,0,0,0,6,0,True
1,0,0,4,2,1,5,0,True
1,0,0,10,0,0,1,0,True
1,0,0,10,0,0,1,0,True
1,0,0,2,1,2,1,0,True
3,0,0,2,1,2,1,0,True
2,0,0,0,0,0,6,0,True
1,0,0,4,2,1,5,0,True
1,0,0,0,0,0,21,0,True
2,0,0,4,1,0,2,0,True
1,0,0,1,1,0,2,0,True
1,0,0,16,2,0,2,0,True
2,0,0,0,0,0,0,0,True
1,0,0,0,0,0,0,0,True
1,0,0,0,0,0,0,0,True
3,0,0,0,0,0,0,0,True
3,0,0,0,0,0,0,0,True
3,0,0,0,0,0,0,0,True
1,0,0,0,0,0,11,0,True
1,0,0,9,1,0,3,0,True
1,0,0,0,0,0,4,0,True
1,0,0,16,2,0,2,0,True
2,0,0,0,0,0,0,0,True
2,0,1,0,0,0,0,0,True
1,0,1,0,0,0,0,0,True
3,0,1,0,0,0,0,0,True
1,0,0,7,2,0,3,0,True
2,0,1,6,0,0,3,0,True
1,0,1,6,0,0,3,0,True
3,0,1,6,0,0,3,0,True
3,0,1,6,0,0,3,0,True
2,0,0,4,2,1,5,0,True
1,0,0,4,2,1,5,0,True
1,0,0,2,0,0,2,0,True
2,0,0,0,0,0,0,0,True
1,0,0,0,0,0,0,0,True
1,0,0,0,0,0,0,0,True
1,0,0,0,0,0,0,0,True
3,0,0,0,0,0,0,0,True
3,0,0,0,0,0,0,0,True
1,0,0,10,0,0,7,0,True
1,0,1,2,0,0,4,0,True
1,0,0,0,1,0,28,0,True
2,0,1,0,0,0,0,0,True
3,0,1,0,0,0,0,0,True
1,0,0,4,2,1,5,0,True
1,0,0,1,0,0,3,0,True
2,0,0,0,0,0,0,0,True
1,0,2,1,0,0,1,0,True
1,0,2,1,0,0,1,0,True
3,0,2,1,0,0,1,0,True
3,0,2,1,0,0,1,0,True
1,0,0,7,0,0,5,0,True
1,0,1,2,0,0,2,0,True
1,0,0,0,0,0,0,0,True
3,0,0,0,0,0,0,0,True
2,0,0,0,0,0,0,0,True
1,0,0,0,0,0,0,0,True
1,0,0,0,0,0,0,0,True
1,0,0,0,0,0,0,0,True
1,0,0,0,0,0,0,0,True
3,0,0,0,0,0,0,0,True
3,0,0,0,0,0,0,0,True
3,0,0,0,0,0,0,0,True
1,0,1,1,0,0,0,0,True
1,0,0,4,2,1,5,0,True
1,0,0,10,0,0,8,0,True
2,0,0,0,0,0,0,0,True
2,0,0,0,0,0,0,0,True
3,0,0,0,0,0,0,0,True
2,0,0,8,1,0,6,0,True
1,0,0,4,1,0,8,0,True
1,0,0,0,1,0,28,0,True
1,0,0,0,1,0,28,0,True
3,0,0,0,1,0,28,0,True
3,0,0,0,1,0,28,0,True
2,0,0,12,0,0,2,0,True
1,0,0,9,1,0,18,0,True
1,0,0,9,1,0,18,0,True
1,0,0,0,1,0,28,0,True
1,0,0,0,1,0,28,0,True
3,0,0,0,1,0,28,0,True
3,0,0,0,1,0,28,0,True
3,0,0,0,1,0,28,0,True
3,0,0,0,1,0,28,0,True
1,0,0,2,0,0,17,0,True
1,0,0,2,0,0,17,0,True
2,0,0,2,0,0,17,0,True
2,0,0,2,0,0,17,0,True
3,0,0,2,0,0,17,0,True
3,0,0,2,0,0,17,0,True
1,0,0,4,2,1,5,0,True
3,0,0,4,2,1,5,0,True
1,0,2,6,0,0,2,0,True
1,0,0,4,0,0,1,0,True
1,0,4,6,1,0,2,0,True
1,0,0,7,2,0,4,0,True
1,0,0,5,0,0,4,0,True
3,0,0,5,0,0,4,0,True
3,0,0,5,0,0,4,0,True
3,0,0,5,0,0,4,0,True
3,0,0,5,0,0,4,0,True
3,0,0,5,0,0,4,0,True
1,0,0,7,2,0,3,0,True
1,0,0,1,0,0,1,0,True
1,0,0,4,0,0,4,0,True
1,0,0,3,1,0,2,0,True
3,0,0,3,1,0,2,0,True
3,0,0,3,1,0,2,0,True
3,0,0,3,1,0,2,0,True
1,0,0,8,1,1,2,0,True
1,0,0,3,1,0,2,0,True
1,0,0,2,0,0,2,0,True
3,0,0,2,0,0,2,0,True
3,0,0,2,0,0,2,0,True
1,0,0,5,0,0,2,0,True
1,0,0,4,2,1,5,0,True
3,0,0,4,2,1,5,0,True
1,0,0,0,0,0,10,0,True
1,0,0,0,0,0,10,0,True
3,0,0,0,0,0,10,0,True
3,0,0,0,0,0,10,0,True
3,0,0,0,0,0,10,0,True
1,0,0,7,2,0,3,0,True
1,0,0,5,0,0,4,0,True
1,0,0,8,1,1,2,0,True
1,0,0,0,0,0,1,0,True
1,1,0,4,0,0,3,0,True
3,1,0,4,0,0,3,0,True
3,1,0,4,0,0,3,0,True
3,1,0,4,0,0,3,0,True
3,1,0,4,0,0,3,0,True
3,1,0,4,0,0,3,0,True
1,0,0,1,1,0,6,0,True
1,0,0,0,0,0,10,0,True
1,0,0,3,0,0,3,0,True
3,0,0,3,0,0,3,0,True
3,0,0,3,0,0,3,0,True
3,0,0,3,0,0,3,0,True
2,0,0,0,2,0,9,0,True
1,0,0,7,2,0,3,0,True
1,0,0,7,2,0,3,0,True
1,0,0,7,2,0,3,0,True
3,0,0,7,2,0,3,0,True
3,0,0,7,2,0,3,0,True
3,0,0,7,2,0,3,0,True
3,0,0,7,2,0,3,0,True
2,0,0,13,0,0,2,0,True
1,0,0,4,1,0,5,0,True
1,0,0,7,0,0,11,0,True
1,0,0,8,1,1,2,0,True
1,0,0,7,1,0,2,0,True
1,0,0,12,2,0,2,0,True
3,0,0,12,2,0,2,0,True
3,0,0,12,2,0,2,0,True
2,0,0,3,0,0,4,0,True
1,0,0,0,0,0,35,0,True
1,0,0,5,1,0,2,0,True
1,0,0,5,1,0,2,0,True
1,0,0,5,1,0,2,0,True
3,0,0,5,1,0,2,0,True
3,0,0,5,1,0,2,0,True
3,0,0,5,1,0,2,0,True
3,0,0,5,1,0,2,0,True
3,0,0,5,1,0,2,0,True
2,0,0,2,0,0,3,0,True
1,0,0,1,1,0,6,0,True
1,0,0,8,1,1,2,0,True
1,0,0,4,2,0,1,0,True
1,0,0,4,2,0,1,0,True
3,0,0,4,2,0,1,0,True
3,0,0,4,2,0,1,0,True
3,0,0,4,2,0,1,0,True
3,0,0,4,2,0,1,0,True
3,0,0,4,2,0,1,0,True
1,0,0,1,0,0,23,0,True
1,0,0,1,1,0,5,0,True
1,0,2,5,0,0,2,0,True
1,0,2,0,1,0,3,0,True
1,0,0,5,1,0,2,0,True
1,0,0,5,1,0,2,0,True
3,0,0,5,1,0,2,0,True
3,0,0,5,1,0,2,0,True
3,0,0,5,1,0,2,0,True
3,0,0,5,1,0,2,0,True
3,0,0,5,1,0,2,0,True
2,0,0,0,2,0,9,0,True
1,0,1,12,0,0,2,0,True
1,0,0,8,4,0,12,0,True
1,0,0,8,1,1,2,0,True
1,0,1,2,0,0,4,0,True
1,0,0,5,1,0,2,0,True
1,0,0,5,1,0,2,0,True
3,0,0,5,1,0,2,0,True
3,0,0,5,1,0,2,0,True
3,0,0,5,1,0,2,0,True
1,0,0,4,2,1,5,0,True
1,0,0,4,2,1,5,0,True
1,0,0,1,3,0,26,0,True
1,0,0,5,1,0,2,0,True
1,0,0,5,1,0,2,0,True
1,0,0,5,1,0,2,0,True
1,0,0,5,1,0,2,0,True
3,0,0,5,1,0,2,0,True
3,0,0,5,1,0,2,0,True
3,0,0,5,1,0,2,0,True
2,0,0,9,2,0,6,0,True
2,0,1,2,2,1,5,0,True
1,0,0,1,0,0,5,0,True
1,0,0,4,2,1,5,0,True
1,0,0,4,2,1,5,0,True
1,0,0,9,1,0,7,0,True
1,0,1,2,0,1,4,0,True
1,0,0,5,1,0,2,0,True
1,0,0,5,1,0,2,0,True
1,0,0,5,1,0,2,0,True
1,0,0,5,1,0,2,0,True
1,0,0,5,1,0,2,0,True
1,0,0,5,1,0,2,0,True
1,0,0,5,1,0,2,0,True
1,0,0,5,1,0,2,0,True
3,0,0,5,1,0,2,0,True
3,0,0,5,1,0,2,0,True
3,0,0,5,1,0,2,0,True
1,0,0,5,1,0,13,0,True
1,0,0,1,0,0,5,0,True
1,0,0,1,0,0,5,0,True
1,0,0,4,2,1,5,0,True
1,0,0,0,0,0,0,0,True
1,0,4,5,1,0,1,0,True
1,0,0,7,2,0,3,0,True
1,0,0,5,1,0,2,0,True
1,0,0,5,1,0,2,0,True
2,0,0,1,0,0,0,0,True
3,0,0,1,0,0,0,0,True
3,0,0,1,0,0,0,0,True
3,0,0,1,0,0,0,0,True
3,0,0,1,0,0,0,0,True
